"UCM_Number"	"Canister"	"Class"	"Order"	"Family"	"Subfamily"	"Genus"	"Species"	"Element_original"	"Notes"	"Last.ID.revision"	"Museum_Number"	"prelim_taxon_name"	"box"
"2006"	"NSF-18-129"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"Otospermophilus"	"beecheyi"	"upper right M1/M2 frag"	""	""	"LACMP23-35678"	"Otospermophilus beecheyi"	"7b"
"2007"	"NSF-18-130"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"Otospermophilus"	"beecheyi"	"partial lower left p4"	""	"9/28/2018"	"LACMP23-35679"	"Otospermophilus beecheyi"	"7b"
"2008"	"NSF-18-131"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"Otospermophilus"	"beecheyi"	"upper left M1/M2"	"broken in 2 frags"	""	"LACMP23-35680"	"Otospermophilus beecheyi"	"7b"
"2009"	"NSF-18-132"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"P4/p4 "	""	""	"LACMP23-35681"	"Thomomys sp"	"7b"
"2010"	"NSF-18-133"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"upper right M1/M2 "	""	""	"LACMP23-35682"	"Thomomys sp"	"7b"
"2011"	"NSF-18-134"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"upper left P2"	""	""	"LACMP23-35683"	"Sylvilagus sp"	"7b"
"2012"	"NSF-18-135"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae"	"cf Thomomyinae"	"cf Thomomys"	""	"juvi molar"	""	""	"LACMP23-35684"	"Mammalia-Rodentia"	"7b"
"2013"	"NSF-18-136"	"B2/L2"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"upper right P4"	""	""	"LACMP23-35685"	"Dipodomys sp"	"7b"
"2014"	"NSF-18-137"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"juvi tooth"	""	""	"LACMP23-35686"	"Geomyidae/Heteromyidae"	"7b"
"2015"	"NSF-18-138"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"juvi tooth"	""	""	"LACMP23-35687"	"Geomyidae/Heteromyidae"	"7b"
"2016"	"NSF-18-139"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth frag"	""	""	"LACMP23-35688"	"Geomyidae/Heteromyidae"	"7b"
"2017"	"NSF-18-140"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"upper (left?) M1/M2"	""	""	"LACMP23-35689"	"Thomomys sp"	"7b"
"2018"	"NSF-18-141"	"B2/L2"	"Mammalia"	"Carnivora"	"Mephitidae"	""	"Mephitis"	"mephitis"	"lower left m2"	""	"9/27/2018"	"LACMP23-35690"	"Mephitis mephitis"	"7b"
"2019"	"NSF-18-142"	"B2/L2"	"Mammalia"	"Carnivora"	"Mustelidae"	"Mustelinae"	"Mustela"	"frenata"	"partial right dentary"	"no teeth"	""	"LACMP23-35691"	"Mustela frenata"	"7b"
"2020"	"NSF-18-143"	"B2/L2"	"Mammalia"	"Carnivora"	"Mustelidae"	"Mustelinae"	"cf Mustela"	"frenata"	"right posterior dentary frag"	""	""	"LACMP23-35692"	"cf Mustela frenata"	"7b"
"2021"	"NSF-18-144"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"upper left tooth"	""	""	"LACMP23-35693"	"Sylvilagus sp"	"7b"
"2022"	"NSF-18-145"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"lower right tooth"	""	""	"LACMP23-35694"	"Sylvilagus sp"	"7b"
"2023"	"NSF-18-146"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"lower left tooth"	""	""	"LACMP23-35695"	"Sylvilagus sp"	"7b"
"2024"	"NSF-18-147"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"audubonii"	"lower right p3"	""	""	"LACMP23-35696"	"Sylvilagus audubonii"	"7b"
"2025"	"NSF-18-148"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"lower right tooth"	""	""	"LACMP23-35697"	"Sylvilagus sp"	"7b"
"2026"	"NSF-18-149"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"lower left tooth"	""	""	"LACMP23-35698"	"Sylvilagus sp"	"7b"
"2027"	"NSF-18-150"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"lower right tooth"	""	""	"LACMP23-35699"	"Sylvilagus sp"	"7b"
"2028"	"NSF-18-151"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"lower m3"	""	""	"LACMP23-35700"	"Sylvilagus sp"	"7b"
"2029"	"NSF-18-152"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"lower right tooth"	""	""	"LACMP23-35701"	"Sylvilagus sp"	"7b"
"2030"	"NSF-18-153"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"lower left tooth"	""	""	"LACMP23-35702"	"Sylvilagus sp"	"7b"
"2031"	"NSF-18-154"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"upper (left?) tooth"	""	""	"LACMP23-35703"	"Sylvilagus sp"	"7b"
"2032"	"NSF-18-155"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"upper left tooth"	""	""	"LACMP23-35704"	"Sylvilagus sp"	"7b"
"2033"	"NSF-18-156"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"upper tooth frag"	""	""	"LACMP23-35705"	"Sylvilagus sp"	"7b"
"2034"	"NSF-18-157"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"cf Sylvilagus"	""	"upper tooth frag"	""	""	"LACMP23-35706"	"Mammalia-Lagomorpha"	"7b"
"2035"	"NSF-18-158"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"right dentary w/ incisor"	""	""	"LACMP23-35707"	"Cricetidae (Neotominae)"	"7b"
"2036"	"NSF-18-159"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"left dentary frag"	""	""	"LACMP23-35708"	"Cricetidae (Neotominae)"	"7b"
"2037"	"NSF-18-160"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"right dentary frag"	""	""	"LACMP23-35709"	"Cricetidae (Neotominae)"	"7b"
"2038"	"NSF-18-161"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"right dentary frag"	""	""	"LACMP23-35710"	"Cricetidae (Neotominae)"	"7b"
"2039"	"NSF-18-162"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"right posterior dentary frag"	""	""	"LACMP23-35711"	"Cricetidae (Neotominae)"	"7b"
"2040"	"NSF-18-163"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf maniculatus"	"upper left M1"	""	""	"LACMP23-35712"	"Peromyscus cf maniculatus"	"7b"
"2041"	"NSF-18-164"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower left m1"	"strange anterior cusps"	""	"LACMP23-35713"	"Mammalia-Rodentia"	"7b"
"2042"	"NSF-18-165"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"lower left m1"	"surface covered"	""	"LACMP23-35714"	"Cricetidae (Neotominae)"	"7b"
"2043"	"NSF-18-166"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"upper right M1"	""	""	"LACMP23-35715"	"Mammalia-Rodentia"	"7b"
"2044"	"NSF-18-167"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"upper right M1"	""	""	"LACMP23-35716"	"Mammalia-Rodentia"	"7b"
"2045"	"NSF-18-168"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower left m1"	""	""	"LACMP23-35717"	"Mammalia-Rodentia"	"7b"
"2046"	"NSF-18-169"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower left m2"	""	""	"LACMP23-35718"	"Mammalia-Rodentia"	"7b"
"2047"	"NSF-18-170"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Reithrodontomys"	"cf megalotis"	"upper left M1"	"strage accessory posterior loph"	""	"LACMP23-35719"	"Reithrodontomys cf megalotis"	"7b"
"2048"	"NSF-18-171"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Reithrodontomys"	"cf megalotis"	"upper left M1"	""	""	"LACMP23-35720"	"Reithrodontomys cf megalotis"	"7b"
"2049"	"NSF-18-172"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Reithrodontomys"	"cf megalotis"	"lower left m1"	""	""	"LACMP23-35721"	"Reithrodontomys cf megalotis"	"7b"
"2050"	"NSF-18-173"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"upper left M2"	""	""	"LACMP23-35722"	"Mammalia-Rodentia"	"7b"
"2051"	"NSF-18-174"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"upper right M1"	""	""	"LACMP23-35723"	"Mammalia-Rodentia"	"7b"
"2052"	"NSF-18-175"	"B2/L2"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Perognathinae"	"cf Chaetodipus"	""	"right anterior dentary w/ p4"	""	""	"LACMP23-35724"	"Mammalia-Rodentia"	"7b"
"2053"	"NSF-18-176"	"B2/L2"	"Mammalia"	"Rodentia"	"cf Neotominae"	""	""	""	"posterior dentary frag"	""	""	"LACMP23-35725"	"cf Neotominae"	"7b"
"2054"	"NSF-18-177"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"cf Sylvilagus"	""	"right anterior dentary frag"	""	""	"LACMP23-35726"	"Mammalia-Lagomorpha"	"7b"
"2055"	"NSF-18-178"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"partial lower right p3"	""	""	"LACMP23-35727"	"Sylvilagus sp"	"7b"
"2056"	"NSF-18-179"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"cf Sylvilagus"	""	"tooth frag"	""	""	"LACMP23-35728"	"Mammalia-Lagomorpha"	"7b"
"2057"	"NSF-18-180"	"B2/L2"	"Mammalia"	""	""	""	""	""	"tooth "	""	""	"LACMP23-35729"	"Mammalia-"	"7b"
"2058"	"NSF-18-181"	"A3/L3"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"juvi tooth"	""	""	"LACMP23-35730"	"Geomyidae/Heteromyidae"	"7b"
"2059"	"NSF-18-182"	"A3/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"cf Dipodomys"	""	"tooth"	""	""	"LACMP23-35731"	"Mammalia-Rodentia"	"7b"
"2060"	"NSF-18-183"	"A3/L3"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth frag"	""	""	"LACMP23-35732"	"Geomyidae/Heteromyidae"	"7b"
"2061"	"NSF-18-184"	"A3/L3"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth frag"	""	""	"LACMP23-35733"	"Geomyidae/Heteromyidae"	"7b"
"2062"	"NSF-18-185"	"A3/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys "	"sp"	"partial lower (right?) p4"	""	""	"LACMP23-35734"	"Dipodomys  sp"	"7b"
"2063"	"NSF-18-186"	"A3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"lower left m1"	"worn"	""	"LACMP23-35735"	"Cricetidae (Neotominae)"	"7b"
"2064"	"NSF-18-187"	"A3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"partial upper left M1/M2"	""	""	"LACMP23-35736"	"Mammalia-Rodentia"	"7b"
"2065"	"NSF-18-188"	"A3/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"cf Sylvilagus"	""	"upper tooth frag"	"weathered"	""	"LACMP23-35737"	"Mammalia-Lagomorpha"	"7b"
"2066"	"NSF-18-189"	"A3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	""	"upper left M1"	""	""	"LACMP23-35738"	"Mammalia-Rodentia"	"7b"
"2067"	"NSF-18-190"	"A3/L3"	"Mammalia"	""	""	""	""	""	"tooth frag"	""	""	"LACMP23-35739"	"Mammalia-"	"7b"
"2068"	"NSF-18-191"	"A2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	""	"tooth frag"	""	""	"LACMP23-35740"	"Mammalia-Rodentia"	"7b"
"2069"	"NSF-18-192"	"A2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus sp"	""	"lower left tooth"	""	"9/13/2018"	"LACMP23-35741"	"Mammalia-Lagomorpha"	"7b"
"2070"	"NSF-18-193"	"A2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"upper left M1"	""	""	"LACMP23-35742"	"Peromyscus sp"	"7b"
"2071"	"NSF-18-194"	"A2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"lower right m2"	"worn"	""	"LACMP23-35743"	"Cricetidae (Neotominae)"	"7b"
"2072"	"NSF-18-195"	"A2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"cf bottae"	"upper left P4"	""	""	"LACMP23-35744"	"Thomomys cf bottae"	"7b"
"2073"	"NSF-18-196"	"A2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys "	"sp"	"upper (left?) M1"	""	""	"LACMP23-35745"	"Dipodomys  sp"	"7b"
"2074"	"NSF-18-197"	"A2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys "	"sp"	"lower p4 frag"	""	""	"LACMP23-35746"	"Dipodomys  sp"	"7b"
"2075"	"NSF-18-198"	"A2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys "	"sp"	"tooth"	""	""	"LACMP23-35747"	"Dipodomys  sp"	"7b"
"2076"	"NSF-18-199"	"A2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"cf Dipodomys "	""	"tooth frag"	""	""	"LACMP23-35748"	"Mammalia-Rodentia"	"7b"
"2077"	"NSF-18-200"	"A2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"cf Dipodomys "	""	"tooth frag"	""	""	"LACMP23-35749"	"Mammalia-Rodentia"	"7b"
"2078"	"NSF-18-201"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"lower left m1"	""	""	"LACMP23-35750"	"Mammalia-Rodentia"	"7b"
"2079"	"NSF-18-202"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower left m2"	""	""	"LACMP23-35751"	"Mammalia-Rodentia"	"7b"
"2080"	"NSF-18-203"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf maiculatus"	"upper left M1"	""	""	"LACMP23-35752"	"Peromyscus cf maiculatus"	"7b"
"2081"	"NSF-18-204"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"lower left m2"	""	""	"LACMP23-35753"	"Mammalia-Rodentia"	"7b"
"2082"	"NSF-18-205"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Reithrodontomys"	"cf megalotis"	"lower right m1"	""	""	"LACMP23-35754"	"Reithrodontomys cf megalotis"	"7b"
"2083"	"NSF-18-206"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"right anterior dentary w/ incisor"	""	""	"LACMP23-35755"	"Cricetidae (Neotominae)"	"7b"
"2084"	"NSF-18-207"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Reithrodontomys"	"cf megalotis"	"upper right M2"	""	""	"LACMP23-35756"	"Reithrodontomys cf megalotis"	"7b"
"2085"	"NSF-18-208"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"upper left M2"	""	""	"LACMP23-35757"	"Mammalia-Rodentia"	"7b"
"2086"	"NSF-18-209"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper right M2"	""	""	"LACMP23-35758"	"Microtus sp"	"7b"
"2087"	"NSF-18-210"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"lower right m1"	""	""	"LACMP23-35759"	"Microtus sp"	"7b"
"2088"	"NSF-18-211"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"upper left M3"	""	""	"LACMP23-35760"	"Microtus sp"	"7b"
"2089"	"NSF-18-212"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"left anterior dentary frag "	""	""	"LACMP23-35761"	"Microtus sp"	"7b"
"2090"	"NSF-18-213"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"upper left tooth"	""	"9/13/2018"	"LACMP23-35762"	"Sylvilagus sp"	"7b"
"2091"	"NSF-18-214"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"audubonii"	"lower left p3"	""	""	"LACMP23-35763"	"Sylvilagus audubonii"	"7b"
"2092"	"NSF-18-215"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"lower left tooth"	""	""	"LACMP23-35764"	"Sylvilagus sp"	"7b"
"2093"	"NSF-18-216"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"upper left tooth"	""	""	"LACMP23-35765"	"Sylvilagus sp"	"7b"
"2094"	"NSF-18-217"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"lower left tooth"	""	""	"LACMP23-35766"	"Sylvilagus sp"	"7b"
"2095"	"NSF-18-218"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"upper right tooth"	""	"9/13/2018"	"LACMP23-35767"	"Sylvilagus sp"	"7b"
"2096"	"NSF-18-219"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"cf Sylvilagus"	""	"lower tooth frag"	""	""	"LACMP23-35768"	"Mammalia-Lagomorpha"	"7b"
"2097"	"NSF-18-220"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"upper left tooth"	""	""	"LACMP23-35769"	"Sylvilagus sp"	"7b"
"2098"	"NSF-18-221"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"juvi upper tooth"	""	""	"LACMP23-35770"	"Sylvilagus sp"	"7b"
"2099"	"NSF-18-222"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"audubonii"	"lower left p3 frag"	""	""	"LACMP23-35771"	"Sylvilagus audubonii"	"7b"
"2100"	"NSF-18-223"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"juvi upper tooth"	""	""	"LACMP23-35772"	"Sylvilagus sp"	"7b"
"2101"	"NSF-18-224"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"Sylvilagus"	"sp"	"dentary frag"	""	""	"LACMP23-35773"	"Sylvilagus sp"	"7b"
"2102"	"NSF-18-225"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"cf Lepus"	""	"right maxillary frag"	""	""	"LACMP23-35774"	"Mammalia-Lagomorpha"	"7b"
"2103"	"NSF-18-226"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"lower left m1/m2"	""	""	"LACMP23-35775"	"Thomomys sp"	"7b"
"2104"	"NSF-18-227"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"bottae"	"lower left p4"	""	""	"LACMP23-35776"	"Thomomys bottae"	"7b"
"2105"	"NSF-18-228"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"lower right m1/m2"	""	""	"LACMP23-35777"	"Thomomys sp"	"7b"
"2106"	"NSF-18-229"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"lower molar"	"juvi?"	""	"LACMP23-35778"	"Thomomys sp"	"7b"
"2107"	"NSF-18-230"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"Otospermophilus"	"beecheyi"	"lower right p4"	""	""	"LACMP23-35779"	"Otospermophilus beecheyi"	"7b"
"2108"	"NSF-18-231"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"lower right m1"	""	""	"LACMP23-35780"	"Neotoma sp"	"7b"
"2109"	"NSF-18-232"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"lower right m2"	""	""	"LACMP23-35781"	"Neotoma sp"	"7b"
"2110"	"NSF-18-233"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"lower left m1"	""	""	"LACMP23-35782"	"Neotoma sp"	"7b"
"2111"	"NSF-18-234"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"lower m3?"	"surface covered"	""	"LACMP23-35783"	"Neotoma sp"	"7b"
"2112"	"NSF-18-235"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"cf Neotominae"	""	""	"left anterior dentary frag"	""	""	"LACMP23-35784"	"Cricetidae (cf Neotominae)"	"7b"
"2113"	"NSF-18-236"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"cf Thomomys"	""	"tooth frag"	""	""	"LACMP23-35785"	"Mammalia-Rodentia"	"7b"
"2114"	"NSF-18-237"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"cf Thomomys"	""	"tooth frag"	""	""	"LACMP23-35786"	"Mammalia-Rodentia"	"7b"
"2115"	"NSF-18-238"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	"Leporinae"	"cf Sylvilagus"	""	"tooth cap"	"strange looking"	""	"LACMP23-35787"	"Mammalia-Lagomorpha"	"7b"
"2116"	"NSF-18-239"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Neotoma"	""	"molar frag"	""	""	"LACMP23-35788"	"Mammalia-Rodentia"	"7b"
"2117"	"NSF-18-240"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	""	"molar frag"	""	""	"LACMP23-35789"	"Mammalia-Rodentia"	"7b"
"2118"	"NSF-18-241"	"B2/L3"	"Mammalia"	"Rodentia/Lagomorpha"	""	""	""	""	"right anterior dentary frag"	""	""	"LACMP23-35790"	"Mammalia-Rodentia/Lagomorpha"	"7b"
"2119"	"NSF-18-242"	"B2/L3"	"Mammalia"	"Rodentia"	""	""	""	""	"right posterior dentary frag"	""	""	"LACMP23-35791"	"Mammalia-Rodentia"	"7b"
"2120"	"NSF-18-243"	"B2/L3"	"Mammalia"	"Rodentia"	""	""	""	""	"right anterior dentary frag"	""	""	"LACMP23-35792"	"Mammalia-Rodentia"	"7b"
"2121"	"NSF-18-244"	"A3/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"upper right M1/M2"	""	""	"LACMP23-35793"	"Thomomys sp"	"7b"
"2122"	"NSF-18-245"	"A3/L4"	"Mammalia"	"Rodentia"	"Neotominae"	""	""	""	"upper left M1"	"worn"	""	"LACMP23-35794"	"Neotominae"	"7b"
"2123"	"NSF-18-246"	"A3/L4"	"Mammalia"	"Rodentia"	"cf Neotominae"	""	""	""	"molar frag"	""	""	"LACMP23-35795"	"cf Neotominae"	"7b"
"2124"	"NSF-18-247"	"A3/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	""	"left ant. dentary frag"	""	""	"LACMP23-35796"	"Mammalia-Rodentia"	"7b"
"2125"	"NSF-18-248"	"A3/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	""	"tooth frag"	""	""	"LACMP23-35797"	"Mammalia-Rodentia"	"7b"
"2126"	"NSF-18-249"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"upper right M1"	""	""	"LACMP23-35798"	"Mammalia-Rodentia"	"7b"
"2127"	"NSF-18-250"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"upper right M1"	""	""	"LACMP23-35799"	"Mammalia-Rodentia"	"7b"
"2128"	"NSF-18-251"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Reithrodontomys"	"cf megalotis"	"upper left M1"	""	""	"LACMP23-35800"	"Reithrodontomys cf megalotis"	"7b"
